Reservations,OnlineDelivery,PriceCode,RatingCode,Votes
1,1,2,4,742
1,1,3,5,1210
0,0,4,4,3848
0,0,3,5,859
0,0,3,5,1267
1,0,2,4,2272
0,1,3,5,202
0,0,2,3,318
0,1,2,3,124
0,1,2,3,274
0,0,2,4,147
0,1,3,4,243
0,0,2,3,24
0,0,2,5,380
0,0,3,3,221
0,1,2,3,85
0,0,3,4,40
0,1,2,4,132
0,0,3,4,203
0,0,4,4,215
0,0,2,4,225
0,0,3,4,299
0,1,2,5,200
0,0,2,4,221
0,0,1,4,161
0,0,3,4,505
0,0,3,3,102
0,0,3,3,115
0,0,3,3,141
0,0,4,3,173
0,0,3,4,406
0,0,4,5,50
0,0,1,4,63
0,0,4,4,98
0,0,3,3,230
0,0,3,4,94
0,0,2,4,64
0,0,3,3,131
0,0,3,3,101
0,0,3,3,121
0,0,2,3,39
0,0,4,4,66
0,0,4,4,175
0,0,3,4,104
0,0,3,4,68
0,0,3,4,89
0,0,1,2,4
0,0,2,2,16
0,0,1,2,8
0,0,1,2,8
0,0,1,2,7
0,0,1,2,4
0,0,1,0,1
0,0,1,0,3
0,0,1,0,3
0,0,1,0,0
0,0,1,2,4
0,0,1,2,7
0,0,1,2,11
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,1,2,2,49
0,0,2,2,58
0,0,2,2,233
0,1,3,3,508
0,1,2,3,98
0,1,2,3,59
0,0,1,0,0
0,0,1,0,1
0,0,2,0,2
0,1,2,1,57
0,0,3,4,299
0,1,3,4,239
0,0,1,2,16
0,1,1,2,16
0,1,2,2,48
1,0,3,1,25
0,0,1,0,3
0,0,1,2,12
0,0,1,0,2
1,0,3,0,0
0,0,3,0,0
1,0,3,0,0
0,0,1,0,2
1,0,3,0,3
0,0,1,0,0
0,0,2,0,0
0,0,2,0,0
0,0,1,0,0
0,0,3,2,15
0,0,2,2,19
0,0,2,2,8
0,0,1,0,0
0,0,1,2,20
0,0,2,2,11
0,0,1,2,11
0,1,1,2,7
1,0,2,2,13
0,0,1,0,0
0,0,2,0,3
0,0,2,0,0
1,1,2,2,25
0,0,1,2,22
0,0,1,2,26
0,1,2,2,16
0,0,1,2,7
1,1,3,2,28
0,0,2,0,0
0,0,1,0,0
0,0,1,0,0
0,1,2,2,31
0,0,1,2,70
0,0,1,2,67
0,0,2,2,35
0,1,2,2,22
0,0,1,2,17
0,1,2,2,39
0,0,2,2,35
0,0,2,2,35
0,0,1,2,32
0,0,2,2,14
0,0,2,2,17
0,0,1,2,35
0,0,3,5,799
0,1,1,3,62
0,1,1,3,24
1,0,2,3,134
0,0,1,3,26
0,0,1,3,93
0,0,2,3,280
0,0,1,3,70
0,0,1,3,31
0,0,1,3,25
0,0,1,3,18
0,0,1,3,27
0,1,2,3,27
0,0,1,3,39
0,0,1,3,126
0,0,1,3,75
0,0,2,3,143
0,1,2,4,153
0,0,1,2,43
0,1,1,2,4
0,0,1,2,25
0,0,1,2,26
0,0,2,2,4
0,0,1,2,22
1,0,2,2,14
0,0,1,2,8
0,0,1,2,8
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,2
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,2,20
0,0,2,2,39
0,1,2,2,56
0,0,2,2,43
0,0,1,2,9
0,0,1,2,20
0,0,1,2,41
0,0,2,2,18
0,1,2,2,76
1,1,2,0,1
0,0,1,2,6
0,1,2,2,219
0,0,1,2,11
0,0,1,2,12
0,0,1,2,13
0,0,1,2,7
0,0,1,0,1
0,0,1,0,0
0,0,1,0,1
0,0,1,0,3
0,0,1,0,0
0,0,2,0,1
0,0,1,0,3
0,0,1,0,2
1,0,2,0,0
0,0,1,0,0
0,1,2,2,15
0,0,1,2,5
0,0,1,0,0
0,0,1,0,0
0,0,1,2,9
0,0,2,0,3
0,0,1,0,2
0,1,2,2,7
0,0,1,2,9
0,0,1,2,4
0,0,2,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,2
0,0,1,0,1
0,0,1,0,1
0,1,1,2,28
0,0,2,2,29
0,0,1,0,0
0,0,1,0,1
0,0,2,0,0
0,0,1,0,0
0,0,2,2,6
1,0,2,2,12
0,0,1,2,19
0,0,1,2,14
0,0,2,2,11
1,0,3,2,70
0,0,1,2,18
0,0,1,2,14
0,0,2,2,48
0,0,1,3,52
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,2
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,2,2,4
0,0,2,0,3
0,0,1,0,0
0,0,2,0,0
0,0,1,0,1
0,0,1,0,0
0,0,2,2,10
0,0,1,2,5
0,0,2,2,4
0,0,2,2,4
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,3
0,0,1,0,2
0,0,1,0,0
0,0,2,0,0
0,0,2,2,47
0,1,2,2,79
0,0,1,3,29
0,0,1,0,1
0,0,1,0,0
0,1,2,2,17
0,0,1,2,9
0,0,1,2,7
0,0,1,2,5
0,0,1,2,8
0,0,1,2,15
0,0,1,2,16
0,0,2,2,4
0,0,1,0,1
0,1,1,2,10
0,0,2,2,9
0,0,2,2,24
0,1,2,2,19
0,0,2,2,8
0,0,1,2,8
0,1,2,2,39
0,0,1,2,10
0,0,2,2,17
0,1,2,2,37
0,1,2,3,33
0,0,1,2,9
0,0,2,0,3
0,0,1,0,2
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,2,4
0,0,2,2,14
0,0,2,2,13
0,0,1,2,5
0,1,2,2,12
0,0,2,2,8
0,0,1,2,7
0,0,2,2,18
0,0,1,2,22
0,0,1,2,4
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
0,0,2,0,3
0,0,2,0,3
0,0,1,0,0
0,0,1,0,2
0,0,2,0,1
0,0,2,2,10
1,0,3,2,18
1,0,3,2,56
0,0,1,2,14
0,0,1,2,6
0,1,1,3,161
0,1,2,3,52
0,0,1,0,1
0,0,1,0,0
1,0,4,2,184
0,1,2,2,33
0,1,1,2,27
0,1,2,2,327
0,0,1,2,63
0,0,2,2,16
1,0,3,2,92
0,0,2,2,60
0,0,2,2,17
0,0,2,2,6
0,0,2,2,14
0,1,2,2,181
0,1,2,2,150
0,0,1,2,7
0,1,2,3,252
0,0,2,3,187
1,1,3,1,322
0,0,1,2,114
0,1,2,2,80
0,0,3,5,280
0,0,4,5,415
0,0,4,4,646
0,0,4,3,1681
0,0,3,5,302
0,0,4,3,911
0,0,4,4,2191
0,0,4,4,856
0,0,4,4,1115
0,0,3,3,1221
0,0,4,4,918
0,0,3,3,601
0,0,3,4,414
0,0,4,5,555
0,0,4,3,516
0,0,3,5,840
0,0,4,5,681
0,0,3,4,265
0,0,4,4,323
0,0,4,4,367
0,0,1,2,16
1,1,2,2,80
1,1,4,4,1887
1,1,3,4,802
0,0,1,2,4
0,0,1,2,5
0,0,1,2,10
0,0,1,0,2
0,1,3,2,57
0,1,2,2,4
0,0,1,2,4
0,0,1,0,0
0,0,1,0,0
0,0,1,0,2
0,0,2,0,1
0,0,2,0,2
0,1,2,0,1
0,0,1,0,0
0,0,2,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,2,0,1
0,0,1,0,0
0,0,2,0,0
0,0,1,0,3
1,0,3,2,13
1,0,4,2,15
0,1,2,3,415
0,1,2,2,36
0,0,2,2,104
0,1,1,2,70
1,1,2,2,218
0,1,2,2,225
0,1,2,2,150
1,1,3,3,184
1,1,3,3,146
0,1,2,3,33
0,1,1,4,48
1,0,3,3,91
1,0,3,2,7
1,0,3,3,37
1,0,4,3,32
1,0,3,2,19
0,0,4,2,6
0,0,4,0,3
0,0,3,3,231
1,1,2,3,364
1,0,3,3,127
0,1,3,3,351
1,1,3,4,162
1,0,3,4,248
1,1,3,4,144
1,0,3,4,214
1,0,4,3,181
1,0,4,3,131
0,1,2,2,191
1,1,3,2,793
1,0,3,5,563
0,0,3,5,177
0,0,3,5,407
1,1,3,3,647
0,1,2,3,503
1,1,4,3,980
0,1,1,3,544
0,1,1,3,455
1,0,3,3,230
0,1,2,3,701
1,0,3,3,313
1,0,3,3,625
0,1,1,3,425
0,0,3,3,734
1,1,3,3,706
1,0,4,3,1490
0,1,2,3,870
1,1,4,3,1065
0,1,2,3,365
1,1,3,3,384
0,0,3,3,622
0,0,2,3,560
0,0,4,3,1046
0,1,2,3,176
1,0,3,3,173
0,1,2,3,227
0,1,1,3,296
1,0,4,1,2412
0,0,4,4,1840
1,1,3,4,716
1,1,2,4,199
1,1,4,4,1658
0,0,4,4,4385
1,0,4,4,1949
1,1,2,4,219
1,0,3,4,1595
1,1,3,4,1730
1,0,3,4,353
0,0,3,4,2843
1,0,3,4,209
1,0,3,2,185
0,1,1,3,393
0,0,3,3,333
0,0,2,1,125
1,1,3,4,205
1,0,3,2,294
0,1,2,2,129
0,0,2,2,125
0,1,1,3,74
0,1,1,3,217
1,1,2,3,239
0,1,1,3,317
0,1,2,3,136
1,1,2,3,426
0,1,1,3,196
0,1,2,3,173
0,0,2,3,52
0,1,2,3,189
0,0,2,1,88
0,1,1,4,154
1,1,2,4,169
0,0,4,4,230
0,1,2,2,18
0,0,1,2,27
0,0,2,2,30
0,0,3,2,49
0,0,2,2,30
0,0,2,2,27
0,1,2,2,29
0,0,1,2,13
0,0,1,2,20
0,0,2,2,46
0,1,2,2,69
1,1,4,3,490
0,1,2,3,112
0,0,1,0,3
0,1,2,1,73
0,0,2,2,65
0,0,1,2,9
0,1,2,2,184
0,0,1,2,4
0,0,1,2,4
0,0,2,2,5
0,0,2,2,84
0,0,2,2,10
0,0,2,2,15
0,0,2,2,12
0,0,2,2,35
0,0,1,2,4
0,1,2,2,54
0,0,2,2,10
0,1,2,2,7
0,1,2,5,395
0,1,3,3,360
0,1,1,3,326
0,1,2,3,403
0,1,3,3,447
0,1,2,3,56
0,1,2,3,38
0,1,3,3,124
0,1,1,0,1
0,0,1,0,3
0,0,1,0,2
0,0,1,0,1
0,1,2,3,299
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,2,0,0
0,1,1,2,16
0,0,1,2,13
0,1,1,2,160
0,0,1,2,36
0,1,2,2,17
0,0,1,2,11
0,0,1,2,9
0,0,1,2,26
0,1,1,2,21
0,1,2,2,25
0,1,1,2,18
0,1,2,2,7
0,1,2,2,35
0,1,1,2,18
0,0,2,2,14
0,0,1,2,15
0,1,2,2,18
0,1,2,2,29
0,0,1,2,22
0,0,1,2,14
0,0,1,2,19
0,1,1,2,83
0,1,1,2,20
0,1,1,2,19
0,1,1,2,359
0,1,2,2,51
0,1,1,2,53
0,1,1,2,71
0,0,1,2,33
0,0,1,2,19
1,0,3,2,132
0,1,2,2,74
0,0,2,2,6
0,1,1,2,42
0,1,1,2,29
0,0,1,2,14
0,1,2,2,35
0,1,1,2,45
0,1,2,2,51
0,1,2,2,22
0,0,2,2,15
0,1,1,2,12
0,1,2,2,38
0,0,1,2,15
0,0,1,2,23
0,1,2,2,23
0,1,1,2,31
0,1,2,5,223
0,1,1,3,55
0,1,1,3,319
0,1,2,3,46
0,1,1,3,54
0,1,2,3,371
0,0,1,3,26
0,1,2,3,66
0,1,1,3,28
0,1,1,3,27
0,0,1,3,29
0,1,2,3,45
1,0,3,3,19
0,1,2,3,52
0,1,1,1,60
0,1,2,1,34
0,1,1,1,136
0,0,2,1,43
0,1,2,4,34
0,1,1,4,33
0,0,1,4,162
0,1,2,4,217
0,1,2,2,195
1,1,3,2,210
0,1,2,2,165
0,1,3,3,98
0,1,2,3,115
0,1,2,3,129
0,1,2,3,164
0,1,2,3,86
0,1,3,3,269
0,1,2,3,124
0,1,2,3,61
0,1,2,3,90
0,1,2,3,213
0,1,2,3,461
0,1,2,4,93
0,1,2,4,161
1,1,3,4,255
0,1,2,4,88
0,1,2,4,134
0,1,2,4,152
0,1,2,4,151
0,1,2,2,42
0,1,1,3,39
0,1,1,3,40
0,1,1,3,93
0,0,1,2,7
1,1,3,2,129
0,0,2,2,107
0,0,2,3,59
1,0,2,3,40
1,1,3,3,296
1,0,3,3,27
1,1,3,3,259
0,0,1,3,34
1,1,3,3,120
1,0,4,4,1193
1,1,3,4,147
0,1,2,4,227
1,1,3,4,192
1,0,3,4,83
1,0,4,4,77
0,1,3,4,229
1,0,4,2,52
1,0,4,3,58
0,1,2,2,25
0,1,2,2,452
1,0,4,2,35
0,1,2,2,134
1,1,3,2,426
0,1,2,2,108
0,0,1,3,35
0,1,2,2,26
0,1,2,2,38
0,1,2,3,86
1,1,3,3,29
0,1,2,3,43
0,0,3,3,42
1,0,4,4,111
1,0,4,2,20
0,0,1,2,24
1,1,3,2,261
0,0,4,5,2093
0,0,3,3,38
1,0,3,3,106
1,0,3,3,31
0,1,2,4,84
0,1,1,2,165
0,1,3,2,185
0,1,2,2,48
1,0,2,2,14
1,0,2,2,37
0,1,2,2,30
0,1,2,2,336
1,1,3,2,106
0,0,2,2,50
0,1,3,5,150
1,1,4,3,416
0,0,2,3,32
0,1,2,3,110
0,0,2,3,74
0,1,3,3,81
0,0,1,3,116
0,1,2,3,36
0,0,2,3,224
0,0,3,3,148
1,1,4,3,280
1,0,3,3,67
1,0,4,3,45
0,1,2,3,27
0,1,2,3,241
0,1,3,4,146
1,1,3,4,259
0,1,2,4,20
0,1,2,2,138
0,1,2,2,101
0,0,1,2,94
1,0,3,2,7
1,0,3,0,2
1,0,3,2,15
0,0,2,0,2
1,0,3,2,6
1,0,3,2,13
0,1,1,2,260
0,1,2,2,90
0,1,2,3,144
0,1,2,3,243
0,1,2,3,121
0,0,2,3,183
0,1,2,4,647
1,0,3,3,73
1,0,4,0,0
1,0,3,2,96
0,1,1,2,41
1,0,3,2,91
1,0,3,3,70
1,0,3,2,21
0,0,2,3,364
0,0,3,3,179
1,0,3,2,23
1,0,4,3,218
1,0,4,4,38
1,0,3,2,6
1,0,3,2,19
1,0,3,2,10
1,0,4,2,137
0,0,1,2,45
0,0,2,2,22
0,1,1,2,38
0,1,1,2,21
0,0,1,2,20
0,0,2,2,15
0,1,2,2,69
0,1,2,2,75
1,0,3,2,115
1,0,3,2,39
0,0,1,2,36
0,0,2,2,61
1,0,3,2,23
0,1,2,2,82
1,0,4,2,13
0,0,4,3,283
1,1,3,3,665
0,1,2,3,69
0,1,2,3,198
1,0,4,3,57
0,1,1,3,43
0,1,1,1,31
0,0,2,1,35
0,1,2,4,246
0,0,2,2,31
1,0,3,3,240
0,0,3,3,1902
1,0,4,4,2806
0,0,2,2,13
0,0,1,2,5
0,0,2,2,68
0,0,1,2,120
0,1,2,3,18
0,0,2,3,66
0,1,2,2,67
0,0,2,2,40
0,1,2,2,39
0,0,2,2,19
0,0,2,2,42
0,1,2,2,234
1,0,2,2,501
0,1,2,2,61
0,1,2,2,81
0,0,1,2,118
0,0,2,2,13
0,1,2,3,26
0,0,2,3,185
0,0,1,3,27
1,1,3,3,496
1,0,3,3,55
0,0,2,3,205
1,1,4,3,730
0,1,1,3,31
1,0,3,3,468
0,0,2,1,29
1,0,3,1,90
0,1,2,1,34
1,0,2,4,62
0,0,1,2,34
1,1,3,2,165
0,0,1,2,4
0,0,1,2,4
0,0,2,2,5
0,0,2,2,18
0,0,2,2,31
0,0,1,2,7
0,0,1,2,5
0,1,1,2,27
0,0,1,2,28
0,0,2,2,4
0,0,2,2,25
0,0,1,2,12
0,0,1,2,5
1,0,3,2,25
0,1,2,2,12
0,0,1,2,6
0,0,1,2,17
0,0,1,2,13
0,0,2,2,21
0,1,1,2,60
0,0,2,2,33
0,1,2,2,11
0,0,1,2,8
0,0,2,2,25
0,0,1,2,7
0,0,1,2,4
0,0,1,2,11
0,0,1,2,10
0,0,2,2,6
0,1,2,2,12
0,0,1,2,26
0,0,1,2,15
0,0,1,2,16
0,0,2,3,31
0,0,1,3,18
0,0,2,3,25
0,0,1,0,3
0,0,2,0,3
0,0,1,0,1
0,0,1,0,1
0,0,1,0,3
0,1,2,1,93
0,0,1,3,84
0,0,2,1,112
0,1,2,4,74
0,0,3,2,12
1,1,2,2,36
0,1,3,3,101
0,1,2,3,45
0,0,3,3,81
0,1,2,3,33
1,0,3,3,37
0,0,2,3,16
0,0,1,2,14
0,0,1,2,9
0,0,1,2,19
0,0,2,2,15
0,0,1,2,18
0,1,2,2,6
0,0,1,2,4
0,0,1,2,10
0,0,2,2,4
0,0,1,2,24
1,0,2,2,11
0,1,1,2,9
0,0,1,2,4
0,0,1,2,12
0,0,1,2,17
0,0,1,2,5
0,0,1,0,1
0,0,2,0,1
0,0,1,0,2
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,2,0,1
0,0,2,0,0
0,0,2,0,0
0,0,2,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,2
0,0,2,0,0
0,0,1,0,1
0,0,1,0,2
0,0,2,0,0
0,0,1,0,0
0,0,2,0,0
0,0,2,0,1
0,0,1,0,2
0,0,1,0,2
0,0,1,0,1
0,0,1,0,0
0,0,2,0,2
0,0,1,0,3
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
0,0,1,0,1
1,0,3,2,13
1,0,4,2,20
0,0,3,2,26
1,0,4,3,176
1,0,4,3,340
1,0,4,2,21
0,1,1,2,84
0,0,2,2,41
0,0,1,2,18
0,0,1,2,10
0,1,2,2,16
1,1,2,2,61
0,0,2,2,70
0,0,1,2,16
0,0,2,2,57
0,1,1,2,33
0,1,2,2,92
0,0,1,2,22
0,0,2,3,25
0,1,2,2,71
0,1,2,2,100
0,1,2,1,32
1,0,3,3,194
0,0,1,2,15
0,0,1,2,16
0,0,2,3,315
0,0,3,1,53
0,0,1,2,4
1,0,3,2,8
0,0,2,0,1
0,0,1,2,6
0,0,1,2,4
0,0,1,2,6
0,0,2,2,4
0,0,1,2,20
0,0,1,2,20
0,0,1,2,34
0,1,1,2,36
0,0,1,2,5
0,0,1,2,41
0,0,1,2,7
0,0,2,2,7
0,0,2,2,8
0,0,1,2,10
0,0,1,2,11
0,0,1,2,21
0,0,1,2,25
0,1,1,2,19
0,1,1,2,43
0,0,1,2,18
0,1,2,2,17
0,0,1,2,69
0,0,1,2,25
0,1,2,2,52
1,0,2,2,16
0,0,1,2,5
0,1,2,2,8
0,0,1,2,9
0,1,2,2,30
0,0,1,2,34
0,0,2,2,26
0,0,2,2,13
0,1,2,2,9
0,0,2,2,21
1,0,2,2,17
1,0,2,2,32
0,0,1,2,6
0,1,2,2,70
0,0,1,2,6
1,0,3,2,5
0,0,1,3,32
0,0,1,3,64
0,0,2,0,3
0,0,1,0,2
0,0,2,0,3
0,1,1,0,3
0,0,1,0,3
0,0,2,0,2
0,0,1,0,3
0,1,3,1,23
0,0,1,1,18
0,1,1,1,26
0,0,1,2,4
0,0,1,2,6
1,0,3,2,5
0,0,2,2,10
0,0,2,2,4
0,0,1,2,12
0,1,2,2,4
0,1,1,2,14
0,0,1,2,4
0,0,1,2,36
0,0,2,3,28
0,1,2,2,256
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,2
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,2,0,0
0,0,2,0,1
0,0,2,0,0
0,0,1,0,0
0,0,1,0,2
0,0,1,0,1
0,0,1,0,0
0,0,2,0,2
0,0,1,0,0
0,0,2,2,32
0,0,2,2,8
0,1,1,2,15
0,1,1,3,40
0,0,1,0,0
0,0,1,0,0
0,1,2,0,3
0,0,1,2,4
0,0,1,0,2
0,1,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,2
0,0,1,0,0
0,1,2,2,17
1,1,3,2,8
0,1,2,2,27
0,1,2,2,13
0,1,2,2,15
0,1,2,2,53
1,0,2,3,169
0,0,2,3,25
0,1,1,0,0
0,0,1,0,0
0,1,1,0,3
0,0,2,0,2
1,0,2,2,88
1,0,3,2,563
0,1,2,2,1022
0,0,2,2,235
1,1,3,2,586
1,0,3,5,69
1,0,3,5,245
1,0,3,5,1478
1,1,4,3,1365
1,0,3,3,134
0,1,2,3,966
1,1,3,3,429
0,0,2,3,146
0,0,2,3,241
1,0,3,3,853
1,0,3,3,254
1,0,3,3,1317
0,1,2,3,187
1,0,3,3,401
1,1,3,3,302
1,1,3,3,297
1,0,3,3,280
0,0,2,3,269
1,0,3,3,289
1,0,4,3,96
1,0,3,4,322
1,0,3,4,391
0,0,4,4,569
0,0,3,4,105
0,0,3,4,3569
0,0,1,4,208
1,1,4,4,327
1,1,3,4,226
1,1,3,4,875
1,0,3,4,1809
0,0,4,4,56
1,0,3,4,166
1,0,3,4,146
0,1,2,3,99
1,0,3,4,242
0,0,2,2,11
0,0,1,2,73
0,0,1,2,7
0,0,1,2,23
0,1,1,2,23
0,0,1,2,7
0,1,1,2,10
0,0,2,2,5
0,1,2,2,34
0,0,1,2,7
0,1,1,2,5
0,0,1,2,14
0,0,2,2,7
0,0,1,2,8
0,1,2,2,8
0,0,2,2,7
0,0,1,2,9
0,0,1,2,52
0,0,1,2,39
0,0,1,2,9
0,1,2,2,73
0,1,2,5,76
0,1,2,3,183
0,1,1,3,142
1,1,2,3,22
0,1,2,3,144
0,1,2,3,486
0,1,1,3,104
0,1,1,3,136
0,0,1,0,3
0,0,1,0,1
0,0,2,0,0
0,0,2,0,0
0,1,1,1,13
1,1,2,4,530
0,0,2,2,6
0,0,1,2,5
0,0,2,0,0
0,0,2,0,0
0,0,1,0,3
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
0,0,2,0,0
0,0,2,0,0
0,0,1,0,2
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
0,0,2,0,0
0,1,2,2,174
0,1,2,2,11
0,0,1,4,176
0,1,2,2,64
0,1,2,2,41
0,1,2,2,24
0,0,1,2,10
0,0,2,2,18
0,1,2,2,59
0,0,1,2,28
0,0,2,2,74
0,1,2,2,14
0,1,1,2,50
0,0,2,2,11
0,0,1,2,10
0,1,2,2,88
0,1,2,3,427
0,0,1,0,0
0,0,1,0,3
0,0,1,0,1
0,0,1,0,3
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,1,2,1,92
0,0,1,2,16
0,0,2,2,17
0,0,1,0,3
0,0,1,0,0
1,1,3,3,233
0,1,2,1,20
0,0,2,2,6
0,1,1,2,6
0,0,1,2,6
0,1,1,2,15
0,1,2,2,4
0,0,1,2,4
0,0,2,2,20
0,0,2,2,18
0,1,2,2,18
0,0,1,2,6
0,0,1,2,7
0,0,1,2,14
0,0,1,2,4
0,0,2,2,48
0,1,2,2,9
0,0,2,2,5
0,0,2,2,33
0,0,1,2,4
0,1,2,2,37
0,1,2,2,17
1,0,2,2,8
0,1,2,2,5
0,0,1,2,6
0,0,2,3,47
0,0,1,3,46
0,1,1,3,37
0,1,2,3,46
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,1
0,0,2,0,1
0,0,2,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,3
